Added,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,ASIN,ISBN10,ISBN13,Summary,People Also Bought,Store Page Url,Sample,Web Player,Cover,Search In Goodreads,Subtitle,Collection Ids
28,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),,,"In this absorbing, clever and funny book, renowned psychotherapist Philippa Perry tells us what really matters and what behaviour it is important to avoid - the vital dos and don'ts of parenting....",Philippa Perry,Philippa Perry,"Adolescence, Conflict Management, Developmental Psychology, Infants & Toddlers, Parenting, Parents & Adult Children, Psychology, Psychology & Mental Health, Relationships",Health & Wellness > Psychology & Mental Health,Health & Wellness,Psychology & Mental Health,"8h 52m ",Finished,2019-03-07,Penguin Audio,5,4.6,132,,Unabridged Audiobook,English,,,,,,,,0241398304,,,"<p><b>Brought to you by Penguin. </b></p> <p>THE #1 SUNDAY TIMES BESTSELLER</p> <p>From the UK's favourite therapist, as seen on Channel 4's Grayson's Art Club.</p> <p>How can we have better relationships?</p> <p>In this Sunday Times bestseller, leading psychotherapist Philippa Perry reveals the vital do's and don'ts of relationships. This is a book for us all. Whether you are interested in understanding how your upbringing has shaped you, looking to handle your child's feelings or wishing to support your partner, you will find indispensable information and realistic tips in these pages. Philippa Perry's sane, sage and judgement-free advice is an essential resource on how to have the best possible relationships with the people who matter to you most.</p>",,https://audible.in/pd/0241398304?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=0241398304,https://m.media-amazon.com/images/I/41Lla9aN4qL._SL500_.jpg,https://www.goodreads.com/search?q=Philippa%20Perry%20-%20The%20Book%20You%20Wish%20Your%20Parents%20Had%20Read%20(and%20Your%20Children%20Will%20Be%20Glad%20That%20You%20Did),,
27,Life's Amazing Secrets: How to Find Balance and Purpose in Your Life,Life's Amazing Secrets,,,"Stop going through life,Start growing through life! While navigating their way through Mumbai's horrendous traffic, Gaur Gopal Das and his wealthy young friend Harry get talking, delving into concepts ranging from the human condition to finding one's purpose in life and the key to lasting...",Gaur Gopal Das,Gaur Gopal Das,"Occult, Self-Help, Spiritualism",Religion & Spirituality > Occult,Religion & Spirituality,Occult,"6h 25m ",Finished,2019-12-10,Random House Audio,5,4.6,5514,,Unabridged Audiobook,English,,,,,,,,B081S9NKRP,,,"Stop going through life,Start growing through life! While navigating their way through Mumbai's horrendous traffic, Gaur Gopal Das and his wealthy young friend Harry get talking, delving into concepts ranging from the human condition to finding one's purpose in life and the key to lasting happiness. Whether you are looking at strengthening your relationships, discovering your true potential, understanding how to do well at work or even how you can give back to the world, Gaur Gopal Das takes us on an unforgettable journey with his precious insights on these areas of life. Das is one of the most popular and sought-after monks and life coaches in the world, having shared his wisdom with millions. His debut book, Life's Amazing Secrets, distils his experiences and lessons about life into a light-hearted, thought-provoking book that will help you align yourself with the life you want to live.",,https://audible.in/pd/B081S9NKRP?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B081S9NKRP,https://m.media-amazon.com/images/I/41P2NZk2mkL._SL500_.jpg,https://www.goodreads.com/search?q=Gaur%20Gopal%20Das%20-%20Life's%20Amazing%20Secrets,How to Find Balance and Purpose in Your Life,
25,What Got You Here Won't Get You There: How Successful People Become Even More Successful,What Got You Here Won't Get You There,,,"Marshall Goldsmith is an expert at helping global leaders overcome their sometimes unconscious annoying habits and attain a higher level of success. His one-on-one coaching comes with a six-figure price tag. But, in this book, you get Marshall's great advice without the hefty fee....","Marshall Goldsmith, Mark Reiter",Jared Vanderbeck,"Careers, Management, Management & Leadership, Motivation & Self-Improvement, Personal Success, Self-Help, Success",Business & Careers > Management & Leadership,Business & Careers,Management & Leadership,"7h 56m ",Finished,2019-04-19,Marshall Goldsmith,5,4.6,177,,Unabridged Audiobook,English,,,,,,,,B07QY81XM1,,,"<p>Marshall Goldsmith is an expert at helping global leaders overcome their sometimes unconscious annoying habits and attain a higher level of success. His one-on-one coaching comes with a six-figure price tag. But, in this book, you get Marshall's great advice without the hefty fee!</p>","Triggers, Say It Skillfully, How Women Rise, Mojo",https://audible.in/pd/B07QY81XM1?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07QY81XM1,https://m.media-amazon.com/images/I/51jH66-B9UL._SL500_.jpg,https://www.goodreads.com/search?q=Marshall%20Goldsmith%20-%20What%20Got%20You%20Here%20Won't%20Get%20You%20There,How Successful People Become Even More Successful,
24,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Start with Why Series (book 2),2,"The New York Times bestseller by the acclaimed, bestselling author of Start With Why and Together is Better. Now with an expanded chapter and appendix on leading millennials, based on Simon Sinek's viral video ""Millenials in the workplace"" (150+ million views). Imagine a world where almost...",Simon Sinek,Simon Sinek,,,,,,Finished,,,5,,,,,,,,,,,true,true,B084D4K48F,,,,,https://audible.in/pd/B084D4K48F?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B084D4K48F,https://m.media-amazon.com/images/I/516OBygEerL._SL500_.jpg,https://www.goodreads.com/search?q=Simon%20Sinek%20-%20Leaders%20Eat%20Last%3A%20Why%20Some%20Teams%20Pull%20Together%20and%20Others%20Don't,,
23,How to Stop Worrying and Start Living,How to Stop Worrying and Start Living,,,"With Dale Carnegie's timeless advice in hand, more than six million people have learned how to eliminate debilitating fear and worry from their lives and to embrace a worry-free future....",Dale Carnegie,Avinash Kumar Singh,"Motivation & Self-Improvement, Personal Success",Business & Careers > Personal Success,Business & Careers,Personal Success,"9h 42m ",Finished,2018-07-11,Audible Studios,4,4.6,385,,Unabridged Audiobook,English,,,,,,,,B07FCSJ87K,,,"<p>Learn how to break the worry habit - now and forever!</p> <p>With Dale Carnegie's timeless advice in hand, more than six million people have learned how to eliminate debilitating fear and worry from their lives and to embrace a worry-free future. In this classic work, <i>How to Stop Worrying and Start Living</i>, Carnegie offers a set of practical formulas that you can put to work today. It is a book packed with lessons that will last a lifetime and make that lifetime happier!</p> <p>Discover how to:</p> <p>Eliminate 50 percent of business worries immediately</p> <p></p> <ul> <li>Reduce financial worries</li> <li>Avoid fatigue - and keep looking young \</li> <li>Add one hour a day to your waking life </li> <li>Find yourself and be yourself - remember there is no one else on earth like you!</li> </ul> <p>Fascinating to listen to and easy to apply, <i>How to Stop Worrying and Start Living</i> deals with fundamental emotions and life-changing ideas. There's no need to live with worry and anxiety that keep you from enjoying a full, active life!</p>","Develop Self-Confidence, Improve Public Speaking, Soch Badi Kamyabi Badi (Hindi Edition), Achchha Bolne Ki Kala Aur Kamyabi (Hindi Edition), Lok Vyavhar (Hindi Edition), Leader in You (Hindi Edition), Chinta Chhodo Sukh Se Jiyo (Hindi Edition), How to Win Friends and Influence People (Telugu Edition), How to Win Friends and Influence People (Marathi Edition), How to Develop Self-Confidence & Influence People By Public Speaking, The Art of Public Speaking, How to Enjoy Your Life and Your Job (Hindi Edition), Public Speaking for Success, How to Get Ahead in the World Today, The Quick and Easy Way to Effective Speaking, The Quick and Easy Way to Effective Speaking (Tamil Edition), Sell Like a Pro",https://audible.in/pd/B07FCSJ87K?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07FCSJ87K,https://m.media-amazon.com/images/I/51XHfq4CkLL._SL500_.jpg,https://www.goodreads.com/search?q=Dale%20Carnegie%20-%20How%20to%20Stop%20Worrying%20and%20Start%20Living,,
22,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,The Subtle Art of Not Giving a F*ck,,,"#1 New York Times Bestseller More than 10 million Copies Sold In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be """"positive"""" all the time so that we can truly become better, happier people. For decades, we’ve been...",Mark Manson,Roger Wayne,"Self-Help, Success",Parenting & Relationships > Self-Help,Parenting & Relationships,Self-Help,"5h 17m ",Finished,2016-09-13,Harper,,4.5,5197,,Unabridged Audiobook,English,,,,,,,,B079BC54JT,,,"<p><strong>#1 <em>New York Times</em> Bestseller </strong>• <strong>More than 10 million Copies Sold</strong></p><p><strong>In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be """"positive"""" all the time so that we can truly become better, happier people.</strong></p><p>For decades, we’ve been told that positive thinking is the key to a happy, rich life. """"F**k positivity,"""" Mark Manson says. """"Let’s be honest, shit is f**ked and we have to live with it."""" In his wildly popular Internet blog, Manson doesn’t sugarcoat or equivocate. He tells it like it is—a dose of raw, refreshing, honest truth that is sorely lacking today. <em>The Subtle Art of Not Giving a F**k</em> is his antidote to the coddling, let’s-all-feel-good mindset that has infected modern society and spoiled a generation, rewarding them with gold medals just for showing up.</p><p>Manson makes the argument, backed both by academic research and well-timed poop jokes, that improving our lives hinges not on our ability to turn lemons into lemonade, but on learning to stomach lemons better. Human beings are flawed and limited—""""not everybody can be extraordinary, there are winners and losers in society, and some of it is not fair or your fault."""" Manson advises us to get to know our limitations and accept them. Once we embrace our fears, faults, and uncertainties, once we stop running and avoiding and start confronting painful truths, we can begin to find the courage, perseverance, honesty, responsibility, curiosity, and forgiveness we seek.</p><p>There are only so many things we can give a f**k about so we need to figure out which ones really matter, Manson makes clear. While money is nice, caring about what you do with your life is better, because true wealth is about experience. A much-needed grab-you-by-the-shoulders-and-look-you-in-the-eye moment of real-talk, filled with entertaining stories and profane, ruthless humor, <em>The Subtle Art of Not Giving a F*ck</em> is a refreshing slap for a generation to help them lead contented, grounded lives.</p>","Models, Everything Is F*cked, The Subtle Art of Not Giving a F--k (Marathi Edition), Subtle Art of Not Giving a F--k (Hindi Edition), Will, Everything Is F--ked (Marathi Edition), The Subtle Art Of Not Giving A F*ck (Malayalam), Love Is Not Enough",https://audible.in/pd/B079BC54JT?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B079BC54JT,https://m.media-amazon.com/images/I/51MT0MbpD7L._SL500_.jpg,https://www.goodreads.com/search?q=Mark%20Manson%20-%20The%20Subtle%20Art%20of%20Not%20Giving%20a%20F*ck,A Counterintuitive Approach to Living a Good Life,
21,The Richest Man in Babylon,The Richest Man in Babylon,,,George S. Clason uses parables set in ancient Babylon to guide listeners towards financial success in this business classic.,George S. Clason,Grover Gardner,"Budgeting & Money Management, Money Management, Personal Finance",Money & Finance > Personal Finance,Money & Finance,Personal Finance,"4h 4m ",Finished,2012-12-30,"Gildan Media, LLC",,4.6,546,,Unabridged Audiobook,English,,,,,,,,B079B72R7Z,,,"<p>This inspiring book, began in 1926 as a series of informational pamphlets distributed by banks and insurance companies. By 1927, several of these pamphlets had been compiled into a book and this collection has been in print ever since. It has helped millions of people, and has been hailed as the greatest of all inspirational works on the subject of thrift, financial planning, and personal wealth. </p> <p>A modern day classic, <i>The Richest Man in Babylon</i> dispenses financial advice through a collection of parables set in ancient Babylon. These famous ""Babylonian parables"" offer an understanding of - and solution to - a lifetime's worth of personal financial problems, and holds the secrets to acquiring money, keeping money, and earning more money.</p>",,https://audible.in/pd/B079B72R7Z?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B079B72R7Z,https://m.media-amazon.com/images/I/51ICjx8abNL._SL500_.jpg,https://www.goodreads.com/search?q=George%20S.%20Clason%20-%20The%20Richest%20Man%20in%20Babylon,,
20,Ikigai: The Japanese Secret to a Long and Happy Life,Ikigai,,,The people of Japan believe that everyone has an ikigai - a reason for being; the thing that gets you out of bed each morning....,"Héctor García, Francesc Miralles",Naoko Mori,"Meditation, Self-Esteem, Self-Help, Spirituality, Stress Management",Religion & Spirituality > Spirituality,Religion & Spirituality,Spirituality,"3h 23m ",Finished,2017-09-18,Penguin Audio,4,4.5,8695,,Unabridged Audiobook,English,,,,,,,,B0759Y4LYM,,,"<p>Brought to you by Penguin.</p> <p>The international bestseller.</p> <p>We all have an ikigai.</p> <p>It's the Japanese word for ‘a reason to live’ or ‘a reason to jump out of bed in the morning’. </p> <p>It’s the place where your needs, desires, ambitions and satisfaction meet. A place of balance. Small wonder that finding your ikigai is closely linked to living longer.</p> <p>Finding your ikigai is easier than you might think. This audiobook will help you work out what your own ikigai really is and equip you to change your life. You have a purpose in this world: your skills, your interests, your desires and your history have made you the perfect candidate for something. All you have to do is find it.</p> <p>Do that and you can make every single day of your life joyful and meaningful.</p> <p><b>PLEASE NOTE: When you purchase this title, the accompanying reference material will be available in your Library section along with the audio on our desktop site. </b></p>","Ikigai for Young Readers (Marathi Edition), The Book of Ichigo Ichie, Ikigai (Marathi Edition), Ganbatte!, Forest Bathing (Marathi Edition), The Four-Way Path, The Ikigai Journey, Ichigo Ichie (Marathi Edition)",https://audible.in/pd/B0759Y4LYM?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B0759Y4LYM,https://m.media-amazon.com/images/I/415Zt8yu3oL._SL500_.jpg,https://www.goodreads.com/search?q=H%C3%A9ctor%20Garc%C3%ADa%20-%20Ikigai,The Japanese Secret to a Long and Happy Life,
19,Machine Learning: The New AI: The MIT Press Essential Knowledge Series,Machine Learning: The New AI,MIT Press Essential Knowledge (book ),∞,"In this audiobook, machine learning expert Ethem Alpaydin offers a concise overview of the subject for the general listener, describing its evolution, explaining important learning algorithms....",Ethem Alpaydi,Steven Menasche,"Computer Science, History & Culture",Computers & Technology > Computer Science,Computers & Technology,Computer Science,"4h 24m ",Finished,2016-09-26,Ascent Audio,4,4.2,18,,Unabridged Audiobook,English,,,,,,,,B079DGZH79,,,"<p>Today, machine learning underlies a range of applications we use every day, from product recommendations to voice recognition - as well as some we don't yet use every day, including driverless cars. It is the basis of the new approach in computing where we do not write programs but collect data; the idea is to learn the algorithms for the tasks automatically from data. As computing devices grow more ubiquitous, a larger part of our lives and work is recorded digitally, and as ""Big Data"" has gotten bigger, the theory of machine learning - the foundation of efforts to process that data into knowledge - has also advanced. </p> <p>In this audiobook, machine learning expert Ethem Alpaydin offers a concise overview of the subject for the general listener, describing its evolution, explaining important learning algorithms, and presenting example applications. Alpaydin offers an account of how digital technology advanced from number-crunching mainframes to mobile devices, putting today's machine learning boom in context. He describes the basics of machine learning and some applications; the use of machine learning algorithms for pattern recognition; artificial neural networks inspired by the human brain; algorithms that learn associations between instances, with such applications as customer segmentation and learning recommendations; and reinforcement learning, when an autonomous agent learns act so as to maximize reward and minimize penalty. Alpaydin then considers some future directions for machine learning and the new field of ""data science,"" and discusses the ethical and legal implications for data privacy and security. </p>",,https://audible.in/pd/B079DGZH79?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B079DGZH79,https://m.media-amazon.com/images/I/51VOxbTfjkL._SL500_.jpg,https://www.goodreads.com/search?q=Ethem%20Alpaydi%20-%20Machine%20Learning%3A%20The%20New%20AI,The MIT Press Essential Knowledge Series,
18,Astrophysics for People in a Hurry,Astrophysics for People in a Hurry,,,How do we fit within the universe? How does the universe fit within us? There's no better guide through these questions than astrophysicist and best-selling author Neil deGrasse Tyson....,Neil deGrasse Tyson,Neil deGrasse Tyson,"Astronomy & Space Science, Physics, Science",Science & Engineering > Science,Science & Engineering,Science,"3h 41m ",Finished,2017-05-02,"Blackstone Audio, Inc.",5,4.7,596,,Unabridged Audiobook,English,,,,,,,,B071DH8XYK,,,"<p><strong>The essential universe, from our most celebrated and beloved astrophysicist.</strong></p> <p>What is the nature of space and time? How do we fit within the universe? How does the universe fit within us? There’s no better guide through these mind-expanding questions than acclaimed astrophysicist and bestselling author Neil deGrasse Tyson.</p> <p>But today, few of us have time to contemplate the cosmos. So Tyson brings the universe down to Earth succinctly and clearly, with sparkling wit, in digestible chapters consumable anytime and anywhere in your busy day.</p> <p>While waiting for your morning coffee to brew, or while waiting for the bus, the train, or the plane to arrive, <em>Astrophysics for People in a Hurry</em> will reveal just what you need to be fluent and ready for the next cosmic headlines: from the Big Bang to black holes, from quarks to quantum mechanics, and from the search for planets to the search for life in the universe.</p>","Astrophysics for Young People in a Hurry, Accessory to War, Starry Messenger: Cosmic Perspectives on Civilisation, Cosmos: Possible Worlds, StarTalk, Letters from an Astrophysicist, Cosmic Queries, Origins, Revised and Updated, Merlin's Tour of the Universe, Death by Black Hole, Telescopes That Rocked Our World, My Favorite Universe",https://audible.in/pd/B071DH8XYK?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B071DH8XYK,https://m.media-amazon.com/images/I/615rdOyqZEL._SL500_.jpg,https://www.goodreads.com/search?q=Neil%20deGrasse%20Tyson%20-%20Astrophysics%20for%20People%20in%20a%20Hurry,,
17,Influence: The Psychology of Persuasion,Influence: The Psychology of Persuasion,,,"Influence, the classic book on persuasion, explains the psychology of why people say yes - and how to apply these understandings....",Robert B. Cialdini,George Newbern,,,,,,Finished,,,5,,,,,,,,,,,true,true,B079BBVL5M,,,,,https://audible.in/pd/B079BBVL5M?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B079BBVL5M,https://m.media-amazon.com/images/I/51K-iHvDHNL._SL500_.jpg,https://www.goodreads.com/search?q=Robert%20B.%20Cialdini%20-%20Influence%3A%20The%20Psychology%20of%20Persuasion,,
16,The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime,The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime,,,"For those who don't want a lifetime subscription to ""settle-for-less"", there is an alternative; an expressway to extraordinary wealth capable of burning a trail to financial independence....",MJ DeMarco,MJ DeMarco,"Entrepreneurship, Personal Finance, Small Business & Entrepreneurship",Business & Careers > Small Business & Entrepreneurship,Business & Careers,Small Business & Entrepreneurship,"12h 46m ",Finished,2015-08-11,Viperion Corporation,5,4.6,439,,Unabridged Audiobook,English,,,,,,,,B076ZT8KHD,,,"<p>Has the ""settle-for-less"" financial plan become your plan for wealth? That plan sounds a little something like this: </p> <p>""Graduate from college, get a good job, save 10% of your paycheck, buy a used car, cancel the movie channels, quit drinking expensive Starbucks mocha lattes, save and penny-pinch your life away, trust your life-savings to the stock market, and one day, when you are oh, say, 65 years old, you can retire rich."" </p> <p>Since you were old enough to hold a job, you've been hoodwinked to believe that wealth can be created by blindly trusting in the uncontrollable and unpredictable markets: the housing market, the stock market, and the job market. I call this soul-sucking, dream-stealing dogma ""The Slowlane"" - an impotent financial gamble that dubiously promises wealth in a wheelchair. </p> <p>Accept the Slowlane as your financial roadmap and your financial future will blow carelessly asunder on a sailboat of hope: hope you can get a job and keep it, hope the stock market doesn't tank, hope the economy rebounds, hope, hope, and hope. Do you really want hope to be the centerpiece of your family's financial plan? </p> <p>Drive the Slowlane road and you will find your life deteriorate into a miserable exhibition about what you cannot do, versus what you can. For those who don't want a lifetime subscription to ""settle-for-less"", there is an alternative; an expressway to extraordinary wealth capable of burning a trail to financial independence faster than any road out there. And shockingly, this road has nothing to do with jobs, 401(k), mutual funds, or a lifestyle of mediocrity. </p> <p>Demand more. Change lanes and find your explosive wealth accelerator. Hit the Fastlane, crack the code to wealth, and find out how to live rich for a lifetime. </p>",,https://audible.in/pd/B076ZT8KHD?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B076ZT8KHD,https://m.media-amazon.com/images/I/51MsMgvIUcL._SL500_.jpg,https://www.goodreads.com/search?q=MJ%20DeMarco%20-%20The%20Millionaire%20Fastlane%3A%20Crack%20the%20Code%20to%20Wealth%20and%20Live%20Rich%20for%20a%20Lifetime,,
15,The Art of Strategy: A Game Theorist's Guide to Success in Business and Life,The Art of Strategy,,,"Game theory means rigorous strategic thinking. It’s the art of anticipating your opponent’s next moves, knowing full well that your rival is trying to do the same thing to you....","Barry J. Nalebuff, Avinash K. Dixit",Matthew Dudley,"Forecasting & Strategic Planning, Management, Management & Leadership",Business & Careers > Management & Leadership,Business & Careers,Management & Leadership,"17h 2m ",Finished,2013-07-12,Audible Studios,3,4.3,10,,Unabridged Audiobook,English,,,,,,,,B079BD22Q6,,,"<p>Game theory means rigorous strategic thinking. It’s the art of anticipating your opponent’s next moves, knowing full well that your rival is trying to do the same thing to you. Though parts of game theory involve simple common sense, much is counterintuitive, and it can only be mastered by developing a new way of seeing the world. Using a diverse array of rich case studies - from pop culture, TV, movies, sports, politics, and history - the authors show how nearly every business and personal interaction has a game-theory component to it. Mastering game theory will make you more successful in business and life, and this lively book is the key to that mastery.</p>",,https://audible.in/pd/B079BD22Q6?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B079BD22Q6,https://m.media-amazon.com/images/I/51wLumlCMbL._SL500_.jpg,https://www.goodreads.com/search?q=Barry%20J.%20Nalebuff%20-%20The%20Art%20of%20Strategy,A Game Theorist's Guide to Success in Business and Life,
14,"Atomic Habits: Tiny Changes, Remarkable Results",Atomic Habits,,,"Brought to you by Penguin. THE PHENOMENAL INTERNATIONAL BESTSELLER - 1 MILLION COPIES SOLD. Transform your life with tiny changes in behaviour, starting now. People think that when you want to change your life, you need to think big. But world-renowned habits expert James Clear has discovered...",James Clear,James Clear,"Psychology, Psychology & Mental Health, Relationships, Self-Help, Stress Management, Success",Health & Wellness > Psychology & Mental Health,Health & Wellness,Psychology & Mental Health,"5h 35m ",Finished,2018-10-18,Penguin Audio,,4.8,18002,,Unabridged Audiobook,English,,,,,,,,B07J1PK5Q7,,,"<p><b>Brought to you by Penguin.<br><br>THE PHENOMENAL INTERNATIONAL BESTSELLER - 1 MILLION COPIES SOLD.<br><br>Transform your life with tiny changes in behaviour, starting now.</b><br><br>People think that when you want to change your life, you need to think big. But world-renowned habits expert James Clear has discovered another way. He knows that real change comes from the compound effect of hundreds of small decisions: doing two push-ups a day, waking up five minutes early, or holding a single short phone call.<br><br>He calls them atomic habits.<br><br>In this ground-breaking book, Clears reveals exactly how these minuscule changes can grow into such life-altering outcomes. He uncovers a handful of simple life hacks (the forgotten art of Habit Stacking, the unexpected power of the Two Minute Rule, or the trick to entering the Goldilocks Zone), and delves into cutting-edge psychology and neuroscience to explain why they matter. Along the way, he tells inspiring stories of Olympic gold medalists, leading CEOs, and distinguished scientists who have used the science of tiny habits to stay productive, motivated, and happy.<br><br>These small changes will have a revolutionary effect on your career, your relationships, and your life.<br><br><b>A NEW YORK TIMES AND SUNDAY TIMES BESTSELLER</b><br><br>'A supremely practical and useful book.' <b>Mark Manson, author of The Subtle Art of Not Giving A F*ck</b><br><br>'James Clear has spent years honing the art and studying the science of habits. This engaging, hands-on book is the guide you need to break bad routines and make good ones.' <b>Adam Grant, author of Originals and Think Again</b><br><br>'It's an absolutely fabulous book and it doesn't surprise me that it's sold so many copies...Very useful, very practical, super well researched.'<b> Dr Rangan Chatterjee</b><br><br>© James Clear 2018 (P) Penguin Audio 2018</p>",,https://audible.in/pd/B07J1PK5Q7?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07J1PK5Q7,https://m.media-amazon.com/images/I/41wuB-s8vRL._SL500_.jpg,https://www.goodreads.com/search?q=James%20Clear%20-%20Atomic%20Habits,"Tiny Changes, Remarkable Results",
13,Rise of the Robots: Technology and the Threat of a Jobless Future,Rise of the Robots,,,"In a world of self-driving cars and big data, smart algorithms and Siri, we know that artificial intelligence is getting smarter every day....",Martin Ford,Jeff Cummings,Engineering,Science & Engineering > Engineering,Science & Engineering,Engineering,"10h 18m ",Finished,2016-03-31,Audible Studios,4,4,9,,Unabridged Audiobook,English,,,,,,,,B07CZYWPCT,,,"<p><b>Winner of the Financial Times and McKinsey Business Book of the Year Award 2015.</b></p> <p>In a world of self-driving cars and big data, smart algorithms and Siri, we know that artificial intelligence is getting smarter every day. Though all these nifty devices and programs might make our lives easier, they're also well on their way to making ""good"" jobs obsolete. A computer winning <i>Jeopardy</i> might seem like a trivial, if impressive, feat, but the same technology is making paralegals redundant as it undertakes electronic discovery and is soon to do the same for radiologists. And that, no doubt, will only be the beginning. </p> <p>In Silicon Valley the phrase <i>disruptive technology</i> is tossed around on a casual basis. No one doubts that technology has the power to devastate entire industries and upend various sectors of the job market. But <i>Rise of the Robots</i> asks a bigger question: can accelerating technology disrupt our entire economic system to the point where a fundamental restructuring is required? Companies like Facebook and YouTube may need only a handful of employees to achieve enormous valuations, but what will be the fate of those of us not lucky or smart enough to have gotten into the great shift from human labor to computation? </p> <p><i>Rise of the Robots</i> is a both an exploration of this new technology and a call to arms to address its implications. Written by a successful Silicon Valley entrepreneur, this is an audiobook that cannot be dismissed as the ranting of a Luddite or an outsider. Ford has seen the future, and he knows that for some of us, the rise of the robots will be very frightening indeed. </p>",,https://audible.in/pd/B07CZYWPCT?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07CZYWPCT,https://m.media-amazon.com/images/I/51+zGrn+5PL._SL500_.jpg,https://www.goodreads.com/search?q=Martin%20Ford%20-%20Rise%20of%20the%20Robots,Technology and the Threat of a Jobless Future,
12,What Every BODY Is Saying: An Ex-FBI Agent’s Guide to Speed-Reading People,What Every BODY Is Saying,,,"Joe Navarro, a former FBI counterintelligence officer and a recognized expert on nonverbal behavior, explains how to """"speed-read"""" people: decode sentiments and behaviors, avoid hidden pitfalls, and look for deceptive behaviors. You'll also learn how your body language can influence what your...","Joe Navarro, Marvin Karlins",Paul Costanzo,"Careers, Marketing & Sales, Personal Success, Psychology, Psychology & Mental Health, Relationships, Sales, Self-Help, Success",Business & Careers > Personal Success,Business & Careers,Personal Success,"7h 19m ",Finished,2012-01-19,HarperAudio,,4.6,136,,Unabridged Audiobook,English,,,,,,,,B079THYWTB,,,"<p>Joe Navarro, a former FBI counterintelligence officer and a recognized expert on nonverbal behavior, explains how to """"speed-read"""" people: decode sentiments and behaviors, avoid hidden pitfalls, and look for deceptive behaviors. You'll also learn how your body language can influence what your boss, family, friends, and strangers think of you. You will discover:</p><ol><li>The ancient survival instincts that drive body language　</li><li>Why the face is the <em>least</em> likely place to gauge a person's true feelings　</li><li>What thumbs, feet, and eyelids reveal about moods and motives　</li><li>The most powerful behaviors that reveal our confidence and true sentiments　</li><li>Simple nonverbals that instantly establish trust　</li><li>Simple nonverbals that instantly communicate authority　</li></ol><p>Filled with examples from Navarro's professional experience, this definitive book offers a powerful new way to navigate your world. Listen this book and send your nonverbal intelligence soaring.</p><p></p>",,https://audible.in/pd/B079THYWTB?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B079THYWTB,https://m.media-amazon.com/images/I/51zUBF-mEAL._SL500_.jpg,https://www.goodreads.com/search?q=Joe%20Navarro%20-%20What%20Every%20BODY%20Is%20Saying,An Ex-FBI Agent’s Guide to Speed-Reading People,
